source,target,weight
MOp1 left,MOp1 left,956
MOp1 left,MOs1 left,1013
MOp1 left,SSp-n1 left,285
MOp1 left,SSp-bfd1 left,212
MOp1 left,SSp-ll1 left,46
MOp1 left,SSp-m1 left,318
MOp1 left,SSp-ul1 left,226
MOp1 left,SSp-un1 left,70
MOp1 left,SSs1 left,14
MOp1 left,VISp1 left,1
MOp1 left,RSPd1 left,21
MOp1 left,MOB left,187
MOp1 right,MOp1 right,1694
MOp1 right,MOs1 right,1529
MOp1 right,SSp-n1 right,39
MOp1 right,SSp-bfd1 right,46
MOp1 right,SSp-ll1 right,59
MOp1 right,SSp-m1 right,560
MOp1 right,SSp-ul1 right,522
MOp1 right,SSp-tr1 right,9
MOp1 right,SSp-un1 right,40
MOp1 right,SSs1 right,46
MOp1 right,VISal1 right,36
MOp1 right,VISp1 right,4
MOp1 right,VISrl1 right,13
MOp1 right,MOB right,118
MOs1 left,MOp1 left,1241
MOs1 left,MOs1 left,7492
MOs1 left,SSp-n1 left,149
MOs1 left,SSp-bfd1 left,12
MOs1 left,SSp-ll1 left,131
MOs1 left,SSp-m1 left,365
MOs1 left,SSp-ul1 left,355
MOs1 left,SSp-un1 left,37
MOs1 left,VISp1 left,1
MOs1 left,RSPagl1 left,47
MOs1 left,RSPd1 left,331
MOs1 left,MOB left,657
MOs1 right,MOp1 right,495
MOs1 right,MOs1 right,4579
MOs1 right,SSp-n1 right,1
MOs1 right,SSp-m1 right,19
MOs1 right,VISp1 right,11
MOs1 right,VISpm1 right,1
MOs1 right,RSPagl1 right,8
MOs1 right,RSPd1 right,123
MOs1 right,MOB right,323
SSp-n1 left,MOs1 left,37
SSp-n1 left,SSp-n1 left,284
SSp-n1 left,SSp-bfd1 left,172
SSp-n1 left,SSp-ll1 left,2
SSp-n1 left,SSp-m1 left,60
SSp-n1 left,SSp-ul1 left,1
SSp-n1 left,SSp-un1 left,16
SSp-n1 right,MOp1 right,2
SSp-n1 right,MOs1 right,9
SSp-n1 right,SSp-n1 right,39
SSp-n1 right,SSp-bfd1 right,56
SSp-n1 right,SSp-m1 right,40
SSp-n1 right,MOB right,2
SSp-bfd1 left,MOp1 left,32
SSp-bfd1 left,MOs1 left,212
SSp-bfd1 left,SSp-n1 left,134
SSp-bfd1 left,SSp-bfd1 left,2990
SSp-bfd1 left,SSp-ll1 left,142
SSp-bfd1 left,SSp-m1 left,38
SSp-bfd1 left,SSp-ul1 left,98
SSp-bfd1 left,SSp-tr1 left,13
SSp-bfd1 left,SSp-un1 left,43
SSp-bfd1 left,SSs1 left,181
SSp-bfd1 left,VISal1 left,32
SSp-bfd1 left,VISp1 left,23
SSp-bfd1 left,RSPagl1 left,2
SSp-bfd1 left,RSPd1 left,23
SSp-bfd1 left,VISa1 left,33
SSp-bfd1 left,VISrl1 left,229
SSp-bfd1 right,SSp-n1 right,72
SSp-bfd1 right,SSp-bfd1 right,2524
SSp-bfd1 right,SSp-m1 right,14
SSp-bfd1 right,SSp-ul1 right,26
SSp-bfd1 right,SSp-tr1 right,29
SSp-bfd1 right,SSp-un1 right,40
SSp-bfd1 right,SSs1 right,113
SSp-bfd1 right,VISal1 right,7
SSp-bfd1 right,VISp1 right,13
SSp-bfd1 right,VISa1 right,4
SSp-bfd1 right,VISrl1 right,166
SSp-ll1 left,MOp1 left,151
SSp-ll1 left,MOs1 left,1
SSp-ll1 left,SSp-ll1 left,1428
SSp-ll1 left,SSp-ul1 left,142
SSp-ll1 left,SSp-tr1 left,139
SSp-ll1 left,RSPagl1 left,2
SSp-ll1 left,VISa1 left,7
SSp-ll1 right,MOp1 right,13
SSp-ll1 right,SSp-bfd1 right,5
SSp-ll1 right,SSp-ll1 right,332
SSp-ll1 right,SSp-ul1 right,115
SSp-ll1 right,SSp-tr1 right,31
SSp-ll1 right,SSp-un1 right,13
SSp-ll1 right,SSs1 right,1
SSp-ll1 right,VISp1 right,2
SSp-ll1 right,VISa1 right,24
SSp-ll1 right,VISrl1 right,12
SSp-m1 left,MOp1 left,23
SSp-m1 left,MOs1 left,4
SSp-m1 left,SSp-n1 left,33
SSp-m1 left,SSp-m1 left,230
SSp-m1 left,SSp-ul1 left,11
SSp-m1 left,SSp-un1 left,45
SSp-m1 right,MOp1 right,1292
SSp-m1 right,MOs1 right,1051
SSp-m1 right,SSp-n1 right,390
SSp-m1 right,SSp-bfd1 right,346
SSp-m1 right,SSp-ll1 right,11
SSp-m1 right,SSp-m1 right,1219
SSp-m1 right,SSp-ul1 right,464
SSp-m1 right,SSp-un1 right,156
SSp-m1 right,SSs1 right,25
SSp-m1 right,MOB right,104
SSp-ul1 left,MOp1 left,35
SSp-ul1 left,MOs1 left,67
SSp-ul1 left,SSp-n1 left,37
SSp-ul1 left,SSp-bfd1 left,293
SSp-ul1 left,SSp-ll1 left,94
SSp-ul1 left,SSp-m1 left,2
SSp-ul1 left,SSp-ul1 left,411
SSp-ul1 left,SSp-tr1 left,8
SSp-ul1 left,SSp-un1 left,12
SSp-ul1 left,SSs1 left,47
SSp-ul1 left,VISal1 left,3
SSp-ul1 left,VISa1 left,13
SSp-ul1 left,VISrl1 left,26
SSp-ul1 right,MOp1 right,7
SSp-ul1 right,MOs1 right,35
SSp-ul1 right,SSp-ll1 right,87
SSp-ul1 right,SSp-m1 right,40
SSp-ul1 right,SSp-ul1 right,551
SSp-ul1 right,SSp-tr1 right,37
SSp-ul1 right,SSp-un1 right,9
SSp-ul1 right,VISal1 right,1
SSp-ul1 right,VISp1 right,63
SSp-ul1 right,VISpm1 right,1
SSp-ul1 right,MOB right,7
SSp-tr1 left,SSp-ll1 left,24
SSp-tr1 left,SSp-tr1 left,128
SSp-tr1 left,VISa1 left,36
SSp-tr1 right,MOs1 right,12
SSp-tr1 right,SSp-bfd1 right,100
SSp-tr1 right,SSp-ll1 right,21
SSp-tr1 right,SSp-tr1 right,149
SSp-tr1 right,SSs1 right,41
SSp-tr1 right,VISal1 right,20
SSp-tr1 right,VISp1 right,1
SSp-tr1 right,RSPagl1 right,13
SSp-tr1 right,VISa1 right,33
SSp-tr1 right,VISrl1 right,41
SSp-tr1 right,MOB right,1
SSp-un1 left,SSp-ll1 left,20
SSp-un1 left,SSp-ul1 left,46
SSp-un1 right,SSp-ul1 right,1
SSp-un1 right,SSp-un1 right,2
SSs1 right,SSp-bfd1 right,3
SSs1 right,SSs1 right,6
VISal1 left,SSp-bfd1 left,8
VISal1 left,SSs1 left,7
VISal1 left,VISal1 left,33
VISal1 left,VISp1 left,1
VISal1 left,VISrl1 left,20
VISal1 right,SSp-bfd1 right,292
VISal1 right,SSp-ul1 right,18
VISal1 right,SSp-un1 right,27
VISal1 right,SSs1 right,73
VISal1 right,VISal1 right,257
VISal1 right,VISp1 right,189
VISal1 right,VISa1 right,10
VISal1 right,VISrl1 right,132
VISam1 left,VISp1 left,68
VISp1 left,SSp-bfd1 left,17
VISp1 left,SSs1 left,3
VISp1 left,VISal1 left,19
VISp1 left,VISp1 left,794
VISp1 left,VISpm1 left,41
VISp1 left,RSPagl1 left,66
VISp1 left,RSPd1 left,71
VISp1 left,VISa1 left,2
VISp1 left,VISrl1 left,9
VISp1 right,MOp1 right,1
VISp1 right,MOs1 right,1
VISp1 right,SSp-bfd1 right,45
VISp1 right,VISal1 right,41
VISp1 right,VISam1 right,63
VISp1 right,VISp1 right,855
VISp1 right,VISpm1 right,43
VISp1 right,RSPagl1 right,22
VISp1 right,RSPd1 right,87
VISp1 right,VISa1 right,58
VISp1 right,VISrl1 right,75
VISpm1 left,VISp1 left,5
VISpm1 left,VISpm1 left,3
VISpm1 left,RSPagl1 left,5
VISpm1 left,RSPd1 left,11
VISpm1 right,MOp1 right,66
VISpm1 right,MOs1 right,80
VISpm1 right,SSp-bfd1 right,3
VISpm1 right,SSp-ll1 right,36
VISpm1 right,SSp-tr1 right,109
VISpm1 right,VISal1 right,18
VISpm1 right,VISam1 right,68
VISpm1 right,VISp1 right,375
VISpm1 right,VISpm1 right,121
VISpm1 right,RSPagl1 right,195
VISpm1 right,RSPd1 right,287
VISpm1 right,VISa1 right,138
VISpm1 right,VISrl1 right,44
RSPagl1 left,SSp-bfd1 left,100
RSPagl1 left,VISal1 left,16
RSPagl1 left,VISam1 left,1
RSPagl1 left,VISp1 left,191
RSPagl1 left,VISpm1 left,2
RSPagl1 left,RSPagl1 left,65
RSPagl1 left,RSPd1 left,47
RSPagl1 left,VISrl1 left,27
RSPagl1 right,MOp1 right,15
RSPagl1 right,SSp-ll1 right,171
RSPagl1 right,SSp-ul1 right,16
RSPagl1 right,SSp-tr1 right,158
RSPagl1 right,VISal1 right,12
RSPagl1 right,VISp1 right,91
RSPagl1 right,VISpm1 right,15
RSPagl1 right,RSPagl1 right,56
RSPagl1 right,RSPd1 right,58
RSPagl1 right,VISa1 right,62
RSPd1 left,VISal1 left,8
RSPd1 left,VISp1 left,33
RSPd1 left,VISpm1 left,10
RSPd1 left,RSPagl1 left,137
RSPd1 left,RSPd1 left,834
RSPd1 right,MOs1 right,59
RSPd1 right,SSp-bfd1 right,49
RSPd1 right,SSp-ll1 right,2
RSPd1 right,SSp-ul1 right,1
RSPd1 right,SSp-tr1 right,31
RSPd1 right,SSs1 right,4
RSPd1 right,VISal1 right,7
RSPd1 right,VISp1 right,96
RSPd1 right,VISpm1 right,9
RSPd1 right,RSPagl1 right,40
RSPd1 right,RSPd1 right,680
VISa1 left,SSp-tr1 left,2
VISa1 left,VISa1 left,5
VISa1 left,VISrl1 left,1
VISa1 right,SSp-tr1 right,16
VISa1 right,VISam1 right,7
VISa1 right,VISp1 right,1
VISa1 right,VISa1 right,119
VISrl1 left,SSp-bfd1 left,231
VISrl1 left,SSp-ll1 left,32
VISrl1 left,SSp-tr1 left,8
VISrl1 left,SSs1 left,43
VISrl1 left,VISal1 left,38
VISrl1 left,VISp1 left,113
VISrl1 left,VISa1 left,2
VISrl1 left,VISrl1 left,203
VISrl1 right,SSp-n1 right,27
VISrl1 right,SSp-bfd1 right,536
VISrl1 right,SSp-m1 right,3
VISrl1 right,SSp-tr1 right,9
VISrl1 right,SSp-un1 right,1
VISrl1 right,SSs1 right,34
VISrl1 right,VISal1 right,39
VISrl1 right,VISp1 right,266
VISrl1 right,VISpm1 right,1
VISrl1 right,VISa1 right,102
VISrl1 right,VISrl1 right,444
MOB left,MOB left,14
MOB right,MOp1 right,63
MOB right,MOs1 right,504
MOB right,SSp-n1 right,1
MOB right,SSp-bfd1 right,31
MOB right,MOB right,250
