source,target,weight
MOp1 left,MOp1 left,209
MOp1 left,MOs1 left,153
MOp1 left,SSp-m1 left,41
MOp1 left,SSp-ul1 left,2
MOp1 left,SSp-tr1 left,1
MOp1 left,RSPd1 left,1
MOp1 left,MOB left,4
MOp1 right,MOp1 right,1069
MOp1 right,MOs1 right,903
MOp1 right,SSp-n1 right,4
MOp1 right,SSp-m1 right,172
MOp1 right,SSp-ul1 right,169
MOp1 right,SSp-un1 right,14
MOp1 right,MOB right,27
MOs1 left,MOp1 left,590
MOs1 left,MOs1 left,3656
MOs1 left,SSp-n1 left,17
MOs1 left,SSp-bfd1 left,14
MOs1 left,SSp-m1 left,83
MOs1 left,SSp-ul1 left,55
MOs1 left,MOB left,164
MOs1 right,MOp1 right,488
MOs1 right,MOs1 right,4276
MOs1 right,SSp-n1 right,1
MOs1 right,SSp-m1 right,27
MOs1 right,SSp-ul1 right,24
MOs1 right,RSPd1 right,6
MOs1 right,MOB right,113
SSp-n1 left,MOp1 left,172
SSp-n1 left,MOs1 left,678
SSp-n1 left,SSp-n1 left,1099
SSp-n1 left,SSp-bfd1 left,374
SSp-n1 left,SSp-ll1 left,1
SSp-n1 left,SSp-m1 left,346
SSp-n1 left,SSp-ul1 left,71
SSp-n1 left,SSp-un1 left,9
SSp-n1 left,SSs1 left,23
SSp-n1 left,VISp1 left,4
SSp-n1 left,RSPagl1 left,38
SSp-n1 left,RSPd1 left,55
SSp-n1 left,MOB left,74
SSp-n1 right,MOp1 right,198
SSp-n1 right,MOs1 right,421
SSp-n1 right,SSp-n1 right,648
SSp-n1 right,SSp-bfd1 right,115
SSp-n1 right,SSp-m1 right,537
SSp-n1 right,SSp-ul1 right,68
SSp-n1 right,SSp-un1 right,112
SSp-n1 right,MOB right,11
SSp-bfd1 left,MOp1 left,125
SSp-bfd1 left,MOs1 left,37
SSp-bfd1 left,SSp-n1 left,531
SSp-bfd1 left,SSp-bfd1 left,1954
SSp-bfd1 left,SSp-m1 left,261
SSp-bfd1 left,SSp-ul1 left,35
SSp-bfd1 left,SSp-un1 left,34
SSp-bfd1 left,SSs1 left,77
SSp-bfd1 left,VISal1 left,3
SSp-bfd1 left,VISrl1 left,7
SSp-bfd1 left,MOB left,5
SSp-bfd1 right,MOp1 right,8
SSp-bfd1 right,MOs1 right,119
SSp-bfd1 right,SSp-n1 right,176
SSp-bfd1 right,SSp-bfd1 right,1500
SSp-bfd1 right,SSp-m1 right,52
SSp-bfd1 right,SSp-ul1 right,44
SSp-bfd1 right,SSp-tr1 right,16
SSp-bfd1 right,SSp-un1 right,141
SSp-bfd1 right,RSPd1 right,1
SSp-bfd1 right,VISa1 right,13
SSp-bfd1 right,VISrl1 right,1
SSp-ll1 left,MOp1 left,81
SSp-ll1 left,MOs1 left,26
SSp-ll1 left,SSp-ll1 left,186
SSp-ll1 left,SSp-tr1 left,17
SSp-ll1 left,RSPagl1 left,36
SSp-ll1 left,RSPd1 left,15
SSp-ll1 left,VISa1 left,3
SSp-ll1 right,MOp1 right,52
SSp-ll1 right,SSp-ll1 right,200
SSp-ll1 right,SSp-ul1 right,23
SSp-ll1 right,SSp-tr1 right,78
SSp-ll1 right,VISa1 right,2
SSp-m1 left,MOp1 left,620
SSp-m1 left,MOs1 left,1449
SSp-m1 left,SSp-n1 left,453
SSp-m1 left,SSp-bfd1 left,116
SSp-m1 left,SSp-m1 left,1118
SSp-m1 left,SSp-ul1 left,58
SSp-m1 left,SSp-un1 left,1
SSp-m1 left,SSs1 left,7
SSp-m1 left,MOB left,150
SSp-m1 right,MOp1 right,755
SSp-m1 right,MOs1 right,812
SSp-m1 right,SSp-n1 right,41
SSp-m1 right,SSp-bfd1 right,68
SSp-m1 right,SSp-ll1 right,53
SSp-m1 right,SSp-m1 right,746
SSp-m1 right,SSp-ul1 right,117
SSp-m1 right,SSp-un1 right,31
SSp-m1 right,MOB right,74
SSp-ul1 left,MOp1 left,24
SSp-ul1 left,SSp-ll1 left,10
SSp-ul1 left,SSp-m1 left,25
SSp-ul1 left,SSp-ul1 left,153
SSp-ul1 right,MOp1 right,13
SSp-ul1 right,SSp-n1 right,1
SSp-ul1 right,SSp-bfd1 right,26
SSp-ul1 right,SSp-ll1 right,9
SSp-ul1 right,SSp-ul1 right,83
SSp-ul1 right,SSp-un1 right,14
SSp-tr1 left,SSp-tr1 left,16
SSp-tr1 left,VISa1 left,1
SSp-tr1 right,SSp-bfd1 right,1
SSp-tr1 right,SSp-tr1 right,8
SSp-un1 left,SSp-n1 left,1
SSp-un1 left,SSp-bfd1 left,10
SSp-un1 left,SSp-ul1 left,8
SSp-un1 left,SSp-tr1 left,5
SSp-un1 left,SSp-un1 left,12
SSp-un1 right,MOp1 right,230
SSp-un1 right,MOs1 right,198
SSp-un1 right,SSp-n1 right,60
SSp-un1 right,SSp-bfd1 right,85
SSp-un1 right,SSp-m1 right,90
SSp-un1 right,SSp-ul1 right,51
SSp-un1 right,SSp-un1 right,82
SSp-un1 right,VISa1 right,2
SSp-un1 right,MOB right,6
SSs1 right,SSp-bfd1 right,3
VISal1 left,SSp-bfd1 left,1
VISal1 left,VISal1 left,37
VISal1 left,VISam1 left,10
VISal1 left,VISp1 left,13
VISal1 left,VISpm1 left,46
VISal1 left,RSPagl1 left,75
VISal1 left,RSPd1 left,13
VISal1 left,VISrl1 left,9
VISal1 right,VISal1 right,36
VISal1 right,VISp1 right,8
VISal1 right,VISa1 right,2
VISal1 right,VISrl1 right,3
VISam1 right,VISam1 right,9
VISam1 right,VISp1 right,2
