source,target,weight
MOp1 left,MOp1 left,866
MOp1 left,MOs1 left,337
MOp1 left,SSp-m1 left,125
MOp1 left,SSp-ul1 left,23
MOp1 left,SSp-un1 left,7
MOp1 left,MOB left,28
MOp1 right,MOp1 right,783
MOp1 right,MOs1 right,474
MOp1 right,SSp-n1 right,62
MOp1 right,SSp-bfd1 right,62
MOp1 right,SSp-ll1 right,63
MOp1 right,SSp-m1 right,317
MOp1 right,SSp-ul1 right,32
MOp1 right,SSp-un1 right,13
MOp1 right,VISp1 right,2
MOp1 right,RSPd1 right,4
MOp1 right,MOB right,4
MOs1 left,MOp1 left,1030
MOs1 left,MOs1 left,4279
MOs1 left,SSp-n1 left,104
MOs1 left,SSp-bfd1 left,28
MOs1 left,SSp-m1 left,105
MOs1 left,SSp-ul1 left,10
MOs1 left,RSPagl1 left,3
MOs1 left,MOB left,88
MOs1 right,MOp1 right,467
MOs1 right,MOs1 right,3192
MOs1 right,SSp-n1 right,75
MOs1 right,SSp-bfd1 right,38
MOs1 right,SSp-m1 right,68
MOs1 right,RSPagl1 right,14
MOs1 right,RSPd1 right,16
MOs1 right,MOB right,9
SSp-n1 left,MOp1 left,239
SSp-n1 left,MOs1 left,224
SSp-n1 left,SSp-n1 left,1562
SSp-n1 left,SSp-bfd1 left,163
SSp-n1 left,SSp-m1 left,353
SSp-n1 left,SSp-ul1 left,13
SSp-n1 left,SSp-un1 left,14
SSp-n1 left,SSs1 left,7
SSp-n1 left,MOB left,10
SSp-n1 right,MOp1 right,406
SSp-n1 right,MOs1 right,402
SSp-n1 right,SSp-n1 right,1259
SSp-n1 right,SSp-bfd1 right,235
SSp-n1 right,SSp-m1 right,780
SSp-n1 right,SSp-ul1 right,56
SSp-n1 right,SSp-un1 right,3
SSp-n1 right,MOB right,5
SSp-bfd1 left,MOp1 left,6
SSp-bfd1 left,MOs1 left,39
SSp-bfd1 left,SSp-n1 left,778
SSp-bfd1 left,SSp-bfd1 left,2226
SSp-bfd1 left,SSp-m1 left,150
SSp-bfd1 left,SSp-ul1 left,90
SSp-bfd1 left,SSp-un1 left,122
SSp-bfd1 left,SSs1 left,66
SSp-bfd1 left,VISal1 left,1
SSp-bfd1 left,VISp1 left,9
SSp-bfd1 left,VISrl1 left,13
SSp-bfd1 right,MOp1 right,320
SSp-bfd1 right,MOs1 right,436
SSp-bfd1 right,SSp-n1 right,537
SSp-bfd1 right,SSp-bfd1 right,834
SSp-bfd1 right,SSp-m1 right,109
SSp-bfd1 right,SSp-ul1 right,28
SSp-bfd1 right,SSp-un1 right,9
SSp-bfd1 right,MOB right,36
SSp-ll1 left,MOp1 left,2
SSp-ll1 left,SSp-ll1 left,14
SSp-ll1 left,SSp-tr1 left,23
SSp-ll1 right,MOs1 right,109
SSp-ll1 right,SSp-ll1 right,18
SSp-ll1 right,SSp-m1 right,2
SSp-ll1 right,VISp1 right,19
SSp-ll1 right,VISpm1 right,44
SSp-ll1 right,RSPagl1 right,74
SSp-ll1 right,RSPd1 right,66
SSp-ll1 right,MOB right,54
SSp-m1 left,MOp1 left,13
SSp-m1 left,MOs1 left,15
SSp-m1 left,SSp-n1 left,116
SSp-m1 left,SSp-bfd1 left,97
SSp-m1 left,SSp-m1 left,264
SSp-m1 left,SSp-ul1 left,29
SSp-m1 left,SSp-un1 left,41
SSp-m1 left,SSs1 left,1
SSp-m1 left,RSPd1 left,3
SSp-m1 left,MOB left,5
SSp-m1 right,MOp1 right,1037
SSp-m1 right,MOs1 right,604
SSp-m1 right,SSp-n1 right,97
SSp-m1 right,SSp-m1 right,1004
SSp-m1 right,SSp-ul1 right,162
SSp-m1 right,SSp-un1 right,23
SSp-m1 right,VISal1 right,4
SSp-m1 right,VISp1 right,18
SSp-m1 right,RSPagl1 right,15
SSp-m1 right,RSPd1 right,50
SSp-m1 right,VISa1 right,1
SSp-m1 right,MOB right,12
SSp-ul1 left,MOp1 left,104
SSp-ul1 left,MOs1 left,143
SSp-ul1 left,SSp-n1 left,1
SSp-ul1 left,SSp-m1 left,54
SSp-ul1 left,SSp-ul1 left,166
SSp-ul1 left,SSp-un1 left,17
SSp-ul1 left,MOB left,43
SSp-ul1 right,MOp1 right,16
SSp-ul1 right,MOs1 right,16
SSp-ul1 right,SSp-n1 right,48
SSp-ul1 right,SSp-m1 right,56
SSp-ul1 right,SSp-ul1 right,68
SSp-ul1 right,SSp-tr1 right,1
SSp-ul1 right,SSp-un1 right,1
SSp-ul1 right,VISpm1 right,1
SSp-tr1 left,MOs1 left,6
SSp-tr1 left,SSp-bfd1 left,3
SSp-tr1 left,SSp-ul1 left,1
SSp-tr1 left,SSp-tr1 left,12
SSp-tr1 left,SSp-un1 left,2
SSp-tr1 left,VISp1 left,20
SSp-tr1 right,SSp-ll1 right,1
SSp-tr1 right,SSp-tr1 right,7
SSp-tr1 right,VISal1 right,11
SSp-tr1 right,VISp1 right,71
SSp-tr1 right,VISpm1 right,3
SSp-tr1 right,VISrl1 right,2
SSp-un1 left,SSp-m1 left,3
SSp-un1 left,SSp-un1 left,20
SSp-un1 right,SSp-un1 right,7
SSs1 right,SSp-n1 right,2
SSs1 right,SSp-bfd1 right,5
VISal1 left,SSs1 left,1
VISal1 left,VISal1 left,14
VISal1 left,VISp1 left,3
VISal1 right,VISal1 right,19
VISal1 right,VISp1 right,12
VISal1 right,VISrl1 right,1
VISam1 left,VISam1 left,7
VISp1 left,VISal1 left,1
VISp1 left,VISp1 left,143
VISp1 right,VISal1 right,1
VISp1 right,VISp1 right,113
VISp1 right,VISpm1 right,7
VISp1 right,RSPagl1 right,8
VISp1 right,RSPd1 right,3
VISpm1 left,VISp1 left,5
VISpm1 left,VISpm1 left,6
VISpm1 left,VISa1 left,6
RSPagl1 left,MOs1 left,10
RSPagl1 left,VISpm1 left,19
RSPagl1 left,RSPagl1 left,56
RSPagl1 left,RSPd1 left,26
RSPagl1 right,MOp1 right,1
RSPagl1 right,MOs1 right,33
RSPagl1 right,VISp1 right,4
RSPagl1 right,VISpm1 right,2
RSPagl1 right,RSPagl1 right,34
RSPagl1 right,RSPd1 right,16
RSPd1 left,MOp1 left,104
RSPd1 left,MOs1 left,189
RSPd1 left,SSp-n1 left,8
RSPd1 left,SSp-bfd1 left,16
RSPd1 left,SSp-ll1 left,10
RSPd1 left,SSp-m1 left,29
RSPd1 left,SSp-ul1 left,4
RSPd1 left,SSp-tr1 left,33
RSPd1 left,VISam1 left,59
RSPd1 left,VISp1 left,97
RSPd1 left,VISpm1 left,97
RSPd1 left,RSPagl1 left,201
RSPd1 left,RSPd1 left,329
RSPd1 left,VISa1 left,81
RSPd1 left,VISrl1 left,18
RSPd1 right,MOp1 right,1
RSPd1 right,MOs1 right,15
RSPd1 right,SSp-bfd1 right,1
RSPd1 right,SSp-ll1 right,76
RSPd1 right,SSp-ul1 right,3
RSPd1 right,SSp-tr1 right,1
RSPd1 right,VISp1 right,2
RSPd1 right,VISpm1 right,8
RSPd1 right,RSPagl1 right,24
RSPd1 right,RSPd1 right,213
RSPd1 right,MOB right,2
VISa1 left,MOp1 left,2
