source,target,weight
MOp1 left,MOp1 left,377
MOp1 left,MOs1 left,274
MOp1 left,SSp-ll1 left,5
MOp1 left,SSp-m1 left,1
MOp1 left,RSPagl1 left,2
MOp1 left,RSPd1 left,1
MOp1 left,MOB left,3
MOp1 right,MOp1 right,542
MOp1 right,MOs1 right,117
MOp1 right,SSp-ll1 right,2
MOp1 right,SSp-m1 right,55
MOp1 right,SSp-ul1 right,1
MOp1 right,MOB right,30
MOs1 left,MOp1 left,170
MOs1 left,MOs1 left,1797
MOs1 left,SSp-bfd1 left,9
MOs1 left,SSp-m1 left,16
MOs1 left,SSp-ul1 left,14
MOs1 left,SSp-un1 left,19
MOs1 left,RSPagl1 left,20
MOs1 left,RSPd1 left,16
MOs1 left,MOB left,44
MOs1 right,MOp1 right,343
MOs1 right,MOs1 right,5558
MOs1 right,SSp-ll1 right,92
MOs1 right,SSp-m1 right,16
MOs1 right,SSp-ul1 right,37
MOs1 right,SSp-tr1 right,5
MOs1 right,VISp1 right,1
MOs1 right,RSPagl1 right,7
MOs1 right,RSPd1 right,4
MOs1 right,VISa1 right,9
MOs1 right,MOB right,283
SSp-n1 left,SSp-n1 left,4
SSp-n1 right,MOp1 right,41
SSp-n1 right,MOs1 right,9
SSp-n1 right,SSp-n1 right,134
SSp-n1 right,SSp-bfd1 right,41
SSp-n1 right,SSp-m1 right,22
SSp-n1 right,SSp-ul1 right,4
SSp-n1 right,SSs1 right,1
SSp-n1 right,MOB right,1
SSp-bfd1 left,MOs1 left,8
SSp-bfd1 left,SSp-n1 left,14
SSp-bfd1 left,SSp-bfd1 left,1008
SSp-bfd1 left,SSp-ul1 left,1
SSp-bfd1 left,SSp-un1 left,14
SSp-bfd1 left,SSs1 left,155
SSp-bfd1 left,VISal1 left,64
SSp-bfd1 left,VISp1 left,1
SSp-bfd1 left,RSPagl1 left,1
SSp-bfd1 left,RSPd1 left,5
SSp-bfd1 left,VISa1 left,1
SSp-bfd1 left,VISrl1 left,81
SSp-bfd1 right,SSp-n1 right,90
SSp-bfd1 right,SSp-bfd1 right,1915
SSp-bfd1 right,SSp-ll1 right,2
SSp-bfd1 right,SSp-m1 right,3
SSp-bfd1 right,SSp-ul1 right,7
SSp-bfd1 right,SSp-tr1 right,15
SSp-bfd1 right,SSp-un1 right,13
SSp-bfd1 right,SSs1 right,122
SSp-bfd1 right,VISal1 right,33
SSp-bfd1 right,VISp1 right,9
SSp-bfd1 right,RSPd1 right,5
SSp-bfd1 right,VISa1 right,46
SSp-bfd1 right,VISrl1 right,52
SSp-ll1 left,SSp-ll1 left,141
SSp-ll1 left,SSp-ul1 left,66
SSp-ll1 left,SSp-tr1 left,30
SSp-ll1 left,VISa1 left,1
SSp-ll1 right,MOp1 right,61
SSp-ll1 right,MOs1 right,159
SSp-ll1 right,SSp-n1 right,1
SSp-ll1 right,SSp-bfd1 right,43
SSp-ll1 right,SSp-ll1 right,734
SSp-ll1 right,SSp-m1 right,1
SSp-ll1 right,SSp-ul1 right,200
