source,target,weight
MOp1 left,MOp1 left,327
MOp1 left,MOs1 left,117
MOp1 left,SSp-ll1 left,3
MOp1 left,SSp-m1 left,1
MOp1 left,SSp-ul1 left,13
MOp1 right,MOp1 right,240
MOp1 right,MOs1 right,4
MOp1 right,SSp-ll1 right,1
MOp1 right,SSp-m1 right,24
MOs1 left,MOp1 left,416
MOs1 left,MOs1 left,3043
MOs1 left,SSp-m1 left,6
MOs1 right,MOp1 right,36
MOs1 right,MOs1 right,670
MOs1 right,SSp-m1 right,7
MOs1 right,RSPagl1 right,3
MOs1 right,RSPd1 right,6
MOs1 right,MOB right,5
SSp-n1 left,MOp1 left,110
SSp-n1 left,MOs1 left,204
SSp-n1 left,SSp-n1 left,545
SSp-n1 left,SSp-bfd1 left,204
SSp-n1 left,SSp-m1 left,110
SSp-n1 left,SSp-ul1 left,33
SSp-n1 left,SSp-un1 left,66
SSp-n1 left,VISp1 left,23
SSp-n1 left,VISrl1 left,3
SSp-n1 right,MOp1 right,2
SSp-n1 right,SSp-n1 right,242
SSp-n1 right,SSp-bfd1 right,39
SSp-n1 right,SSp-m1 right,82
SSp-n1 right,SSs1 right,8
SSp-bfd1 left,MOp1 left,26
SSp-bfd1 left,MOs1 left,217
SSp-bfd1 left,SSp-n1 left,101
SSp-bfd1 left,SSp-bfd1 left,1126
SSp-bfd1 left,SSp-m1 left,10
SSp-bfd1 left,SSp-ul1 left,37
SSp-bfd1 left,SSp-tr1 left,17
SSp-bfd1 left,SSp-un1 left,20
SSp-bfd1 left,VISal1 left,1
SSp-bfd1 left,VISp1 left,6
SSp-bfd1 left,VISa1 left,2
SSp-bfd1 right,MOp1 right,1
SSp-bfd1 right,SSp-n1 right,4
SSp-bfd1 right,SSp-bfd1 right,224
SSp-bfd1 right,SSp-m1 right,11
SSp-bfd1 right,SSp-un1 right,10
SSp-bfd1 right,SSs1 right,13
SSp-bfd1 right,VISal1 right,6
SSp-bfd1 right,VISp1 right,25
SSp-bfd1 right,VISrl1 right,7
SSp-ll1 left,MOp1 left,2
SSp-ll1 left,SSp-ll1 left,87
SSp-ll1 left,SSp-ul1 left,5
SSp-ll1 left,SSp-tr1 left,51
SSp-ll1 right,MOp1 right,2
SSp-ll1 right,SSp-ll1 right,32
SSp-ll1 right,SSp-tr1 right,8
SSp-m1 left,MOp1 left,114
SSp-m1 left,MOs1 left,295
SSp-m1 left,SSp-n1 left,43
SSp-m1 left,SSp-bfd1 left,51
SSp-m1 left,SSp-m1 left,148
SSp-m1 left,SSp-ul1 left,9
SSp-m1 left,SSp-un1 left,1
SSp-m1 right,MOp1 right,149
SSp-m1 right,MOs1 right,94
SSp-m1 right,SSp-n1 right,105
SSp-m1 right,SSp-bfd1 right,82
SSp-m1 right,SSp-m1 right,407
SSp-m1 right,SSp-un1 right,1
SSp-m1 right,SSs1 right,4
SSp-ul1 left,MOp1 left,3
SSp-ul1 left,MOs1 left,19
SSp-ul1 left,SSp-bfd1 left,1
SSp-ul1 left,SSp-ll1 left,33
SSp-ul1 left,SSp-m1 left,23
SSp-ul1 left,SSp-ul1 left,200
SSp-ul1 left,SSp-tr1 left,3
SSp-ul1 left,SSp-un1 left,6
SSp-ul1 left,VISp1 left,43
SSp-ul1 left,VISpm1 left,2
SSp-ul1 right,MOp1 right,14
SSp-ul1 right,SSp-ll1 right,9
SSp-ul1 right,SSp-ul1 right,48
SSp-ul1 right,SSp-un1 right,1
SSp-tr1 left,MOp1 left,34
SSp-tr1 left,MOs1 left,27
SSp-tr1 left,SSp-n1 left,1
SSp-tr1 left,SSp-ll1 left,7
SSp-tr1 left,SSp-m1 left,3
SSp-tr1 left,SSp-ul1 left,6
SSp-tr1 left,SSp-tr1 left,44
SSp-tr1 left,VISal1 left,2
SSp-tr1 left,VISam1 left,4
SSp-tr1 left,VISp1 left,24
SSp-tr1 left,VISpm1 left,2
SSp-tr1 left,RSPagl1 left,3
SSp-tr1 left,RSPd1 left,45
SSp-tr1 left,VISa1 left,1
SSp-tr1 right,MOp1 right,22
SSp-tr1 right,MOs1 right,11
SSp-tr1 right,SSp-bfd1 right,3
SSp-tr1 right,SSp-ll1 right,10
SSp-tr1 right,SSp-m1 right,4
SSp-tr1 right,SSp-ul1 right,2
SSp-tr1 right,SSp-tr1 right,96
SSp-tr1 right,VISal1 right,2
SSp-tr1 right,VISam1 right,38
SSp-tr1 right,VISp1 right,25
SSp-tr1 right,VISpm1 right,4
SSp-tr1 right,RSPagl1 right,80
SSp-tr1 right,RSPd1 right,13
SSp-tr1 right,VISa1 right,93
SSp-tr1 right,VISrl1 right,36
SSp-un1 left,MOp1 left,1
SSp-un1 left,SSp-n1 left,38
SSp-un1 left,SSp-bfd1 left,25
SSp-un1 left,SSp-m1 left,2
SSp-un1 left,SSp-ul1 left,9
SSp-un1 left,SSp-un1 left,62
SSp-un1 right,SSp-un1 right,1
SSs1 right,SSp-bfd1 right,13
SSs1 right,SSs1 right,24
VISal1 left,VISal1 left,19
VISal1 left,VISp1 left,1
VISal1 right,MOs1 right,2
VISal1 right,SSp-bfd1 right,4
VISal1 right,SSp-ll1 right,4
VISal1 right,SSp-m1 right,1
VISal1 right,SSp-tr1 right,2
VISal1 right,SSs1 right,1
VISal1 right,VISal1 right,57
VISal1 right,VISp1 right,1
VISal1 right,VISpm1 right,4
VISam1 left,VISam1 left,4
VISam1 left,RSPagl1 left,3
VISam1 left,VISa1 left,4
VISam1 right,SSp-tr1 right,9
VISam1 right,VISam1 right,36
VISam1 right,VISpm1 right,1
VISam1 right,RSPagl1 right,23
VISam1 right,RSPd1 right,3
VISam1 right,VISa1 right,35
VISp1 left,VISal1 left,26
VISp1 left,VISp1 left,610
VISp1 left,VISpm1 left,2
VISp1 left,VISrl1 left,1
VISp1 right,SSp-bfd1 right,4
VISp1 right,VISal1 right,1
VISp1 right,VISp1 right,143
VISp1 right,VISpm1 right,5
VISp1 right,RSPagl1 right,10
VISp1 right,RSPd1 right,19
VISpm1 left,VISpm1 left,8
VISpm1 right,VISpm1 right,17
VISpm1 right,RSPagl1 right,4
RSPagl1 left,VISam1 left,1
RSPagl1 left,VISp1 left,2
RSPagl1 left,VISpm1 left,1
RSPagl1 left,RSPagl1 left,31
RSPagl1 left,VISa1 left,2
RSPagl1 right,MOp1 right,2
RSPagl1 right,SSp-tr1 right,13
RSPagl1 right,VISam1 right,72
RSPagl1 right,VISp1 right,1
RSPagl1 right,VISpm1 right,10
RSPagl1 right,RSPagl1 right,80
RSPagl1 right,RSPd1 right,22
RSPagl1 right,VISa1 right,95
RSPd1 left,MOp1 left,97
RSPd1 left,MOs1 left,562
RSPd1 left,SSp-n1 left,58
RSPd1 left,SSp-bfd1 left,132
RSPd1 left,SSp-m1 left,44
RSPd1 left,SSp-ul1 left,19
RSPd1 left,SSp-tr1 left,13
RSPd1 left,SSp-un1 left,23
RSPd1 left,VISal1 left,2
RSPd1 left,VISam1 left,5
RSPd1 left,VISpm1 left,1
RSPd1 left,RSPagl1 left,167
RSPd1 left,RSPd1 left,727
RSPd1 left,VISa1 left,41
RSPd1 left,VISrl1 left,5
RSPd1 right,MOp1 right,80
RSPd1 right,MOs1 right,224
RSPd1 right,SSp-n1 right,11
RSPd1 right,SSp-bfd1 right,236
RSPd1 right,SSp-ll1 right,3
RSPd1 right,SSp-m1 right,3
RSPd1 right,SSp-tr1 right,56
RSPd1 right,SSs1 right,46
RSPd1 right,VISal1 right,15
RSPd1 right,VISam1 right,96
RSPd1 right,VISp1 right,67
RSPd1 right,VISpm1 right,25
RSPd1 right,RSPagl1 right,236
RSPd1 right,RSPd1 right,427
RSPd1 right,VISa1 right,148
RSPd1 right,VISrl1 right,66
VISa1 left,SSp-tr1 left,2
VISa1 left,VISa1 left,16
VISa1 right,SSp-m1 right,2
VISa1 right,SSp-ul1 right,4
VISa1 right,SSp-tr1 right,2
VISa1 right,VISal1 right,1
VISa1 right,VISp1 right,16
VISa1 right,RSPagl1 right,2
VISa1 right,VISa1 right,3
VISrl1 left,SSp-bfd1 left,1
VISrl1 left,VISal1 left,1
VISrl1 left,VISp1 left,10
VISrl1 left,VISrl1 left,60
VISrl1 right,VISp1 right,5
VISrl1 right,VISrl1 right,19
MOB left,MOs1 left,2
MOB right,MOB right,1
