source,target,weight
MOp1 left,MOp1 left,802
MOp1 left,MOs1 left,198
MOp1 left,SSp-n1 left,5
MOp1 left,SSp-bfd1 left,1
MOp1 left,SSp-ll1 left,1
MOp1 left,SSp-m1 left,72
MOp1 left,SSp-ul1 left,1
MOp1 left,SSp-un1 left,1
MOp1 left,RSPagl1 left,5
MOp1 left,RSPd1 left,20
MOp1 left,MOB left,95
MOp1 right,MOp1 right,420
MOp1 right,MOs1 right,123
MOp1 right,SSp-n1 right,2
MOp1 right,SSp-bfd1 right,13
MOp1 right,SSp-ll1 right,17
MOp1 right,SSp-m1 right,18
MOp1 right,SSp-ul1 right,60
MOp1 right,SSp-un1 right,1
MOp1 right,SSs1 right,1
MOp1 right,MOB right,15
MOs1 left,MOp1 left,55
MOs1 left,MOs1 left,1657
MOs1 left,SSp-n1 left,12
MOs1 left,SSp-m1 left,72
MOs1 left,SSp-ul1 left,7
MOs1 left,SSp-un1 left,24
MOs1 left,MOB left,61
MOs1 right,MOp1 right,71
MOs1 right,MOs1 right,516
MOs1 right,SSp-m1 right,2
MOs1 right,RSPagl1 right,3
MOs1 right,RSPd1 right,3
MOs1 right,MOB right,8
SSp-n1 left,MOp1 left,2
SSp-n1 left,MOs1 left,15
SSp-n1 left,SSp-n1 left,1641
SSp-n1 left,SSp-bfd1 left,386
SSp-n1 left,SSp-m1 left,400
SSp-n1 left,SSp-un1 left,32
SSp-n1 left,RSPagl1 left,1
SSp-n1 left,RSPd1 left,8
SSp-n1 left,VISa1 left,1
SSp-n1 right,SSp-n1 right,321
SSp-n1 right,SSp-bfd1 right,22
SSp-n1 right,SSp-m1 right,56
SSp-bfd1 left,MOp1 left,1
SSp-bfd1 left,MOs1 left,9
SSp-bfd1 left,SSp-n1 left,867
SSp-bfd1 left,SSp-bfd1 left,3060
SSp-bfd1 left,SSp-ll1 left,1
SSp-bfd1 left,SSp-m1 left,40
SSp-bfd1 left,SSp-tr1 left,35
SSp-bfd1 left,SSp-un1 left,98
SSp-bfd1 left,VISam1 left,9
SSp-bfd1 left,VISp1 left,58
SSp-bfd1 left,VISpm1 left,6
SSp-bfd1 left,RSPagl1 left,1
SSp-bfd1 left,VISa1 left,70
SSp-bfd1 left,VISrl1 left,9
SSp-bfd1 right,MOp1 right,1
SSp-bfd1 right,MOs1 right,18
SSp-bfd1 right,SSp-n1 right,18
SSp-bfd1 right,SSp-bfd1 right,112
SSp-bfd1 right,SSp-m1 right,37
SSp-bfd1 right,SSp-ul1 right,1
SSp-bfd1 right,SSp-un1 right,1
SSp-bfd1 right,SSs1 right,3
SSp-bfd1 right,VISal1 right,2
SSp-bfd1 right,VISp1 right,3
SSp-bfd1 right,VISpm1 right,3
SSp-bfd1 right,RSPagl1 right,1
SSp-bfd1 right,VISrl1 right,1
SSp-bfd1 right,MOB right,6
SSp-ll1 left,MOp1 left,32
SSp-ll1 left,MOs1 left,44
SSp-ll1 left,SSp-ll1 left,83
SSp-ll1 left,SSp-m1 left,4
SSp-ll1 left,SSp-ul1 left,22
SSp-ll1 left,SSp-tr1 left,79
SSp-ll1 left,VISam1 left,47
SSp-ll1 left,VISp1 left,1
SSp-ll1 left,VISpm1 left,22
SSp-ll1 left,RSPagl1 left,61
SSp-ll1 left,RSPd1 left,63
SSp-ll1 left,VISa1 left,80
SSp-ll1 left,MOB left,1
SSp-ll1 right,MOs1 right,4
SSp-ll1 right,SSp-n1 right,1
SSp-ll1 right,SSp-ll1 right,3
SSp-ll1 right,SSp-m1 right,3
SSp-ll1 right,SSp-tr1 right,4
SSp-ll1 right,SSs1 right,4
SSp-ll1 right,VISal1 right,15
SSp-ll1 right,VISp1 right,2
SSp-ll1 right,RSPagl1 right,2
SSp-ll1 right,VISa1 right,3
SSp-ll1 right,MOB right,32
SSp-m1 left,MOp1 left,92
SSp-m1 left,MOs1 left,120
SSp-m1 left,SSp-n1 left,137
SSp-m1 left,SSp-bfd1 left,139
SSp-m1 left,SSp-m1 left,496
SSp-m1 left,SSp-ul1 left,22
SSp-m1 left,SSp-un1 left,52
SSp-m1 left,VISp1 left,2
SSp-m1 left,RSPd1 left,4
SSp-m1 left,MOB left,18
SSp-m1 right,MOp1 right,36
SSp-m1 right,MOs1 right,74
SSp-m1 right,SSp-n1 right,14
SSp-m1 right,SSp-m1 right,350
SSp-m1 right,SSp-ul1 right,2
SSp-m1 right,SSp-un1 right,3
SSp-m1 right,MOB right,1
SSp-ul1 left,MOp1 left,3
SSp-ul1 left,SSp-ul1 left,38
SSp-ul1 right,MOp1 right,1
SSp-ul1 right,SSp-ll1 right,2
SSp-ul1 right,SSp-ul1 right,24
SSp-ul1 right,SSp-un1 right,2
SSp-tr1 left,MOp1 left,6
SSp-tr1 left,SSp-ll1 left,71
SSp-tr1 left,SSp-ul1 left,11
SSp-tr1 left,SSp-tr1 left,60
SSp-tr1 left,VISam1 left,20
SSp-tr1 left,VISpm1 left,2
SSp-tr1 left,RSPagl1 left,76
SSp-tr1 left,RSPd1 left,72
SSp-tr1 left,VISa1 left,14
SSp-tr1 right,MOp1 right,1
SSp-tr1 right,SSp-tr1 right,6
SSp-un1 left,SSp-n1 left,10
SSp-un1 left,SSp-bfd1 left,26
SSp-un1 left,SSp-m1 left,5
SSp-un1 left,SSp-ul1 left,1
SSp-un1 left,SSp-un1 left,57
SSp-un1 right,SSp-n1 right,2
SSp-un1 right,SSp-bfd1 right,20
SSp-un1 right,SSp-m1 right,19
SSp-un1 right,SSp-ul1 right,26
SSp-un1 right,SSp-un1 right,22
SSs1 right,SSs1 right,27
VISal1 left,VISal1 left,9
VISal1 right,SSp-bfd1 right,1
VISal1 right,SSs1 right,1
VISal1 right,VISal1 right,23
VISal1 right,VISp1 right,1
VISal1 right,VISrl1 right,4
VISam1 left,VISam1 left,1
VISam1 right,VISam1 right,2
VISp1 left,VISp1 left,111
VISp1 left,VISpm1 left,11
VISp1 left,VISrl1 left,4
VISp1 right,VISp1 right,49
VISp1 right,VISpm1 right,19
VISp1 right,VISrl1 right,1
VISpm1 left,VISpm1 left,1
VISpm1 right,VISpm1 right,15
VISpm1 right,RSPagl1 right,1
RSPagl1 left,MOp1 left,89
RSPagl1 left,MOs1 left,391
RSPagl1 left,SSp-bfd1 left,21
RSPagl1 left,SSp-ll1 left,25
RSPagl1 left,SSp-ul1 left,25
RSPagl1 left,SSp-tr1 left,117
RSPagl1 left,SSp-un1 left,9
RSPagl1 left,VISam1 left,63
RSPagl1 left,VISp1 left,179
RSPagl1 left,VISpm1 left,40
RSPagl1 left,RSPagl1 left,136
RSPagl1 left,RSPd1 left,165
RSPagl1 left,VISa1 left,136
RSPagl1 left,VISrl1 left,31
RSPagl1 right,RSPagl1 right,5
RSPagl1 right,RSPd1 right,2
RSPd1 left,MOs1 left,2
RSPd1 left,RSPagl1 left,9
RSPd1 left,RSPd1 left,158
RSPd1 right,MOs1 right,9
RSPd1 right,RSPd1 right,65
VISa1 left,SSp-bfd1 left,21
VISa1 left,SSp-ul1 left,4
VISa1 left,SSp-tr1 left,15
VISa1 left,SSp-un1 left,4
VISa1 left,VISam1 left,9
VISa1 left,VISp1 left,60
VISa1 left,VISpm1 left,9
VISa1 left,VISa1 left,76
VISa1 left,VISrl1 left,22
VISa1 right,VISa1 right,7
VISa1 right,VISrl1 right,1
VISrl1 left,VISrl1 left,9
VISrl1 right,VISal1 right,1
VISrl1 right,VISrl1 right,10
MOB left,MOs1 left,30
MOB left,MOB left,104
MOB right,MOs1 right,3
MOB right,MOB right,40
